event_id,index,review_period,cadence,announcement_date,effective_date,date_precision,event_type,ticker,source_name,source_url,retrieval_date,verification_status,notes
PA-RC-0013,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,ACES,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0014,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,AKRA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0015,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,ESSA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0016,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,SCMA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0017,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,SIDO,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0018,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,SRTG,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0019,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,BFIN,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0020,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,ERAA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0021,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,HMSP,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0022,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,MIKA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0023,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,MNCN,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0024,LQ45,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,WIKA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0025,IDX30,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,AMRT,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0026,IDX30,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,ESSA,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0027,IDX30,2023-H1,semiannual,2023-01-26,2023-02-01,day,ADD,MEDC,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0028,IDX30,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,ICBP,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0029,IDX30,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,INKP,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0030,IDX30,2023-H1,semiannual,2023-01-26,2023-02-01,day,DELETE,TINS,bisnis.com 20230126/1621746,https://market.bisnis.com/read/20230126/7/1621746/bei-rombak-penghuni-indeks-idx30-dan-lq45-cek-anggota-terbarunya,2026-07-17,SECONDARY_SINGLE,IDX80 not covered by source (gap G-A2023).
PA-RC-0031,LQ45,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,GGRM,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0032,LQ45,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,MAPI,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0033,LQ45,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,JPFA,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0034,LQ45,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,TINS,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0035,IDX30,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,AKRA,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0036,IDX30,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,TBIG,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0037,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,BTPS,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0038,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,JKON,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0039,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,OMED,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0040,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,ADD,PNBN,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0041,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,AALI,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0042,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,LSIP,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0043,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,TAPG,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0044,IDX80,2023-H2,semiannual,2023-07-25,2023-08-01,month,DELETE,WSKT,bisnis.com 20230726/1678262,https://market.bisnis.com/read/20230726/7/1678262/daftar-saham-keluar-masuk-lq45-idx30-idx80,2026-07-17,SECONDARY_SINGLE,Effective day not stated by source (month precision); nominal 1 Aug.
PA-RC-0045,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,MBMA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0046,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,MTEL,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0047,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,PGEO,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0048,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,PTMP,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0049,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,INDY,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0050,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,SCMA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0051,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,TBIG,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0052,LQ45,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,TPIA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0053,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,ACES,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0054,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,ICBP,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0055,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,INKP,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0056,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,PGEO,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0057,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,EMTK,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0058,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,ESSA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0059,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,HRUM,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0060,IDX30,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,TOWR,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0061,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,AUTO,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0062,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,GJTL,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0063,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,MAPA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0064,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,MBMA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0065,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,PGEO,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0066,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,PTMP,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0067,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,SMIL,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0068,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,TRON,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0069,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,ADD,WIFI,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0070,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,AVIA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0071,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,DOID,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0072,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,HMSP,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0073,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,JKON,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0074,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,OMED,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0075,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,PNBN,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0076,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,RKME,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0077,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,SMDR,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0078,IDX80,2024-H1,semiannual,2024-01-26,2024-02-01,day,DELETE,WIKA,bisnis.com 20240126/1735652,https://market.bisnis.com/read/20240126/7/1735652/daftar-saham-keluar-masuk-lq45-idx30-idx80-cek-lengkapnya,2026-07-17,SECONDARY_SINGLE,Last semiannual review before quarterly cadence (Apr 2024).
PA-RC-0079,LQ45,2024-Q3,quarterly,2024-07-25,2024-08-01,day,ADD,JSMR,bisnis.com 20240725/1785558,https://market.bisnis.com/read/20240725/7/1785558/bei-rebalancing-indeks-lq45-idx30-idx80-cek-daftar-lengkapnya,2026-07-17,SECONDARY_CROSSCHECKED,IDX30 stated NO constituent change (weights only). LQ45 corroborated by kalderanews.
PA-RC-0080,LQ45,2024-Q3,quarterly,2024-07-25,2024-08-01,day,DELETE,SRTG,bisnis.com 20240725/1785558,https://market.bisnis.com/read/20240725/7/1785558/bei-rebalancing-indeks-lq45-idx30-idx80-cek-daftar-lengkapnya,2026-07-17,SECONDARY_CROSSCHECKED,IDX30 stated NO constituent change (weights only). LQ45 corroborated by kalderanews.
